team_name,number_of_games,team_poss,opp_poss,off_adjustment_factor,def_adjustment_factor,Type,Format,element_name,percentage_of_time,type_ppp,average_ppp,field_goal_percentage,Adjusted_Overall_Average_PPP,Adjusted_Type_PPP
OlivetCollege,28,93.82142857,92.21428571,1.13883211,1.10883158,Weakness,Defensive,Offensive Rebounds (put backs),0.067,1.098,0.914,0.59,1.013472064,1.217497075
OlivetCollege,28,93.82142857,92.21428571,1.13883211,1.10883158,Weakness,Defensive,Post-Up,0.036,0.957,0.914,0.579,1.013472064,1.061151822
OlivetCollege,28,93.82142857,92.21428571,1.13883211,1.10883158,Weakness,Defensive,P&R Roll Man,0.016,1.095,0.914,0.615,1.013472064,1.21417058
Rose-Hulman,26,79.88461538,81.53846154,0.96966297,0.980460028,Strength,Defensive,Miscellaneous,0.072,0.467,0.923,0.286,0.904964606,0.457874833
Rose-Hulman,26,79.88461538,81.53846154,0.96966297,0.980460028,Strength,Defensive,Isolation,0.04,0.812,0.923,0.431,0.904964606,0.796133543
Rose-Hulman,26,79.88461538,81.53846154,0.96966297,0.980460028,Strength,Defensive,Hand Off,0.051,0.872,0.923,0.409,0.904964606,0.854961144
Rose-Hulman,26,79.88461538,81.53846154,0.96966297,0.980460028,Strength,Defensive,Off Screen,0.063,0.797,0.923,0.351,0.904964606,0.781426642
Rose-Hulman,26,79.88461538,81.53846154,0.96966297,0.980460028,Strength,Defensive,Post-Up,0.073,0.831,0.923,0.443,0.904964606,0.814762283
Rose-Hulman,26,79.88461538,81.53846154,0.96966297,0.980460028,Strength,Defensive,P&R Ball Handler,0.129,0.843,0.923,0.446,0.904964606,0.826527804
Rose-Hulman,26,79.88461538,81.53846154,0.96966297,0.980460028,Weakness,Defensive,Cut,0.068,1.181,0.923,0.641,0.904964606,1.157923293
Rose-Hulman,26,79.88461538,81.53846154,0.96966297,0.980460028,Weakness,Defensive,Spot Up,0.267,1.011,0.923,0.412,0.904964606,0.991245088
Rose-Hulman,26,79.88461538,81.53846154,0.96966297,0.980460028,Weakness,Defensive,P&R Roll Man,0.05,0.925,0.923,0.44,0.904964606,0.906925526
Rose-Hulman,26,79.88461538,81.53846154,0.96966297,0.980460028,Weakness,Defensive,Offensive Rebounds (put backs),0.052,1.108,0.923,0.533,0.904964606,1.086349711
Rose-Hulman,26,79.88461538,81.53846154,0.96966297,0.980460028,Weakness,Defensive,Transition,0.134,1.025,0.923,0.527,0.904964606,1.004971529
GustavusAdolphus,25,73.36,73.32,0.890465269,0.881637057,Strength,Defensive,Isolation,0.049,0.764,0.906,0.387,0.798763174,0.673570712
GustavusAdolphus,25,73.36,73.32,0.890465269,0.881637057,Strength,Defensive,Off Screen,0.051,0.734,0.906,0.304,0.798763174,0.6471216
GustavusAdolphus,25,73.36,73.32,0.890465269,0.881637057,Strength,Defensive,P&R Ball Handler,0.146,0.753,0.906,0.386,0.798763174,0.663872704
GustavusAdolphus,25,73.36,73.32,0.890465269,0.881637057,Strength,Defensive,Post-Up,0.083,0.816,0.906,0.473,0.798763174,0.719415839
GustavusAdolphus,25,73.36,73.32,0.890465269,0.881637057,Strength,Defensive,Miscellaneous,0.065,0.483,0.906,0.458,0.798763174,0.425830699
GustavusAdolphus,25,73.36,73.32,0.890465269,0.881637057,Strength,Defensive,Hand Off,0.034,0.823,0.906,0.362,0.798763174,0.725587298
GustavusAdolphus,25,73.36,73.32,0.890465269,0.881637057,Strength,Defensive,P&R Roll Man,0.044,0.775,0.906,0.358,0.798763174,0.683268719
GustavusAdolphus,25,73.36,73.32,0.890465269,0.881637057,Weakness,Defensive,Cut,0.08,1.136,0.906,0.64,0.798763174,1.001539697
GustavusAdolphus,25,73.36,73.32,0.890465269,0.881637057,Weakness,Defensive,Spot Up,0.285,1.021,0.906,0.403,0.798763174,0.900151435
GustavusAdolphus,25,73.36,73.32,0.890465269,0.881637057,Weakness,Defensive,Transition,0.113,1.043,0.906,0.542,0.798763174,0.91954745
GustavusAdolphus,25,73.36,73.32,0.890465269,0.881637057,Weakness,Defensive,Offensive Rebounds (put backs),0.05,1.207,0.906,0.657,0.798763174,1.064135928
IllinoisTech,19,82.10526316,78.63157895,0.996617847,0.94550619,Strength,Defensive,Isolation,0.066,0.758,0.838,0.333,0.792334187,0.716693692
IllinoisTech,19,82.10526316,78.63157895,0.996617847,0.94550619,Strength,Defensive,P&R Ball Handler,0.098,0.699,0.838,0.343,0.792334187,0.660908827
IllinoisTech,19,82.10526316,78.63157895,0.996617847,0.94550619,Strength,Defensive,Miscellaneous,0.085,0.299,0.838,0.357,0.792334187,0.282706351
IllinoisTech,19,82.10526316,78.63157895,0.996617847,0.94550619,Strength,Defensive,P&R Roll Man,0.032,0.688,0.838,0.333,0.792334187,0.650508259
IllinoisTech,19,82.10526316,78.63157895,0.996617847,0.94550619,Weakness,Defensive,Transition,0.151,0.978,0.838,0.491,0.792334187,0.924705054
IllinoisTech,19,82.10526316,78.63157895,0.996617847,0.94550619,Weakness,Defensive,Spot Up,0.209,0.923,0.838,0.368,0.792334187,0.872702213
IllinoisTech,19,82.10526316,78.63157895,0.996617847,0.94550619,Weakness,Defensive,Cut,0.065,0.938,0.838,0.5,0.792334187,0.886884806
IllinoisTech,19,82.10526316,78.63157895,0.996617847,0.94550619,Weakness,Defensive,Hand Off,0.034,0.922,0.838,0.405,0.792334187,0.871756707
IllinoisTech,19,82.10526316,78.63157895,0.996617847,0.94550619,Weakness,Defensive,Offensive Rebounds (put backs),0.057,0.988,0.838,0.522,0.792334187,0.934160116
IllinoisTech,19,82.10526316,78.63157895,0.996617847,0.94550619,Weakness,Defensive,Off Screen,0.085,0.969,0.838,0.429,0.792334187,0.916195498
IllinoisTech,19,82.10526316,78.63157895,0.996617847,0.94550619,Weakness,Defensive,Post-Up,0.118,0.852,0.838,0.512,0.792334187,0.805571274
